"date","Temperature_IN_C","PM_mV","CO2_mV","CO_mV","Movement"
2015-08-25 16:02:54,19.6083333333333,771.5,-282.4,NA,0.966666666666667
2015-08-25 16:03:24,19.75,759.966666666667,-415.9,NA,0.7
2015-08-25 16:03:54,19.75,753.966666666667,-416.433333333333,NA,0
2015-08-25 16:04:24,19.75,751.566666666667,-111.366666666667,NA,0.0666666666666667
2015-08-25 16:04:54,19.7916666666667,751.166666666667,0,NA,0
2015-08-25 16:05:24,20,750.166666666667,-391.4,38,0
2015-08-25 16:05:54,20.0083333333333,752.8,-196,NA,0
2015-08-25 16:06:24,20.25,750.466666666667,-392.366666666667,NA,0
2015-08-25 16:06:54,20.25,752.666666666667,-392.733333333333,NA,0
2015-08-25 16:07:24,20.25,752.066666666667,-421.2,NA,0
2015-08-25 16:07:54,20.25,761,-421.033333333333,40,0
2015-08-25 16:08:24,20.4416666666667,764.533333333333,-407.933333333333,NA,0
2015-08-25 16:08:54,20.5,764.966666666667,-380.233333333333,NA,0
2015-08-25 16:09:24,20.6583333333333,765.5,-422.7,NA,0
2015-08-25 16:09:54,20.75,767.066666666667,-408.966666666667,NA,0
2015-08-25 16:10:24,20.875,777.833333333333,-352.366666666667,40,0
2015-08-25 16:10:54,21,772.533333333333,-409.166666666667,NA,0
2015-08-25 16:11:24,21.0916666666667,776.9,-324.333333333333,NA,0
2015-08-25 16:11:54,21.25,771.9,-268.266666666667,NA,0
2015-08-25 16:12:24,21.25,776.633333333333,-268.633333333333,NA,0
2015-08-25 16:12:54,21.25,781.7,-183.466666666667,42,0
2015-08-25 16:13:24,21.275,771.1,-268.2,NA,0
2015-08-25 16:13:54,21.5,772.933333333333,-134.3,NA,0
2015-08-25 16:14:24,21.5,772.4,0,NA,0
2015-08-25 16:14:54,21.7416666666667,769.2,-2.06666666666667,NA,0.0333333333333333
2015-08-25 16:15:24,21.75,776.5,0,41,0.0666666666666667
2015-08-25 16:15:54,21.9583333333333,775.833333333333,0,NA,0.0333333333333333
2015-08-25 16:16:24,22,776.333333333333,0,NA,0
2015-08-25 16:16:54,22,777.7,0,NA,0.133333333333333
2015-08-25 16:17:24,22,774.6,0,NA,0.233333333333333
2015-08-25 16:17:54,22.1416666666667,776.4,0,42,0.133333333333333
2015-08-25 16:18:24,22.25,789.2,0,NA,0.233333333333333
2015-08-25 16:18:54,22.25,773.033333333333,0,NA,0.3
2015-08-25 16:19:24,22.25,774.566666666667,0,NA,0.466666666666667
2015-08-25 16:19:54,22.325,779.566666666667,0,NA,0.2
2015-08-25 16:20:24,22.5,784.433333333333,-0.333333333333333,44,0.166666666666667
2015-08-25 16:20:54,22.5416666666667,778.933333333333,0,NA,0.233333333333333
2015-08-25 16:21:24,22.75,787.9,0,NA,0.166666666666667
2015-08-25 16:21:54,22.75,824.166666666667,0,NA,0
2015-08-25 16:22:24,22.75,779.1,-0.0333333333333333,NA,0.266666666666667
2015-08-25 16:22:54,22.75,785.066666666667,0,41,0.0666666666666667
2015-08-25 16:23:24,22.75,785.3,0,NA,0
2015-08-25 16:23:54,22.75,788.266666666667,0,NA,0
2015-08-25 16:24:24,22.9416666666667,782.1,0,NA,0
2015-08-25 16:24:54,23,782.166666666667,0,NA,0.0666666666666667
2015-08-25 16:25:24,23,784.066666666667,0,44,0.366666666666667
2015-08-25 16:25:54,23,780.933333333333,-13.6,NA,0.0666666666666667
2015-08-25 16:26:24,23.125,782.833333333333,0,NA,0.333333333333333
2015-08-25 16:26:54,23.25,784.266666666667,0,NA,0
2015-08-25 16:27:24,23.25,785.266666666667,0,NA,0.133333333333333
2015-08-25 16:27:54,23.25,785.366666666667,0,42,0.0666666666666667
2015-08-25 16:28:24,23.25,782.1,0,NA,0.1
2015-08-25 16:28:54,23.25,781.566666666667,0,NA,0
2015-08-25 16:29:24,23.275,785.7,0,NA,0.0666666666666667
2015-08-25 16:29:54,23.5,782.666666666667,-3.3,NA,0.3
2015-08-25 16:30:24,23.5,792.066666666667,0,44,0.133333333333333
2015-08-25 16:30:54,23.5,788.566666666667,0,NA,0
2015-08-25 16:31:24,23.5,785.333333333333,0,NA,0
2015-08-25 16:31:54,23.5,781.833333333333,0,NA,0
2015-08-25 16:32:24,23.5,788.2,0,NA,0
2015-08-25 16:32:54,23.5,782.033333333333,0,43,0
2015-08-25 16:33:24,23.5,788.033333333333,0,NA,0
